id,creationDate,negotiable,description,agencyFee,title
616,20/02/2022,true,local,92,support
617,01/01/2023,true,moderator,91,Enterprise-wide
618,15/06/2022,true,application,15,conglomeration
619,21/10/2022,false,Decentralized,16,Managed
620,22/10/2022,false,Balanced,95,superstructure
621,12/08/2022,true,info-mediaries,50,Fundamental
622,24/06/2022,true,high-level,4,user-facing
623,30/11/2022,false,Grass-roots,75,Cloned
624,10/06/2022,false,Total,46,Diverse
625,15/08/2022,true,groupware,32,client-server
626,16/11/2022,false,heuristic,81,Cross-platform
627,20/07/2022,true,Horizontal,27,Adaptive
628,03/04/2022,false,frame,68,Automated
629,12/02/2023,false,interface,3,contingency
630,03/06/2022,false,Multi-layered,17,Advanced
631,15/06/2022,true,bi-directional,17,Optimized
632,10/03/2022,false,installation,52,attitude-oriented
633,27/06/2022,true,Horizontal,84,process improvement
634,04/09/2022,false,policy,26,Implemented
635,08/12/2022,true,24 hour,94,bifurcated
636,26/11/2022,true,architecture,77,extranet
637,01/06/2022,false,holistic,51,Down-sized
638,27/04/2022,true,contingency,54,Persistent
639,23/01/2023,false,real-time,40,Automated
640,16/11/2022,true,system-worthy,98,Object-based
641,23/03/2022,true,adapter,11,Implemented
642,10/06/2022,true,Inverse,94,toolset
643,26/06/2022,false,encompassing,52,Exclusive
644,09/07/2022,false,Secured,23,multi-state
645,24/04/2022,true,Organic,24,flexibility
646,02/07/2022,true,software,23,optimal
647,23/04/2022,true,Managed,5,modular
648,22/10/2022,true,regional,91,Grass-roots
649,19/03/2022,true,heuristic,82,needs-based
650,05/12/2022,true,Synergized,39,open system
651,07/12/2022,false,conglomeration,88,secondary
652,05/12/2022,false,paradigm,33,responsive
653,25/02/2022,true,non-volatile,28,encoding
654,27/07/2022,false,next generation,73,alliance
655,07/09/2022,true,service-desk,82,value-added
656,14/10/2022,false,coherent,32,Re-contextualized
657,07/07/2022,true,ability,63,Devolved
658,01/01/2023,false,client-server,82,artificial intelligence
659,28/12/2022,true,encoding,2,Organized
660,17/06/2022,true,Automated,92,leading edge
661,11/05/2022,false,Re-contextualized,25,Integrated
662,24/11/2022,true,neural-net,69,Enterprise-wide
663,28/05/2022,false,policy,87,pricing structure
664,25/04/2022,false,Public-key,97,Focused
665,27/10/2022,true,Open-source,10,Proactive
666,01/11/2022,true,optimal,66,Self-enabling
667,26/09/2022,true,Cloned,21,function
668,17/07/2022,true,bottom-line,63,Virtual
669,09/11/2022,true,Diverse,65,Persevering
670,24/04/2022,false,Business-focused,82,Phased
671,12/12/2022,false,Ameliorated,96,parallelism
672,21/04/2022,false,Progressive,41,Cloned
673,17/02/2023,true,Synergistic,29,Innovative
674,06/11/2022,true,asymmetric,60,solution-oriented
675,02/09/2022,true,toolset,26,Extended
676,23/11/2022,false,Customer-focused,89,zero administration
677,06/02/2023,true,challenge,43,neutral
678,30/03/2022,false,website,43,Public-key
679,15/06/2022,true,open architecture,69,Secured
680,27/03/2022,false,homogeneous,10,product
681,14/03/2022,false,well-modulated,83,regional
682,07/05/2022,true,methodology,89,function
683,02/09/2022,false,hardware,69,functionalities
684,09/11/2022,true,responsive,37,focus group
685,21/07/2022,true,tertiary,57,infrastructure
686,05/04/2022,false,protocol,14,time-frame
687,26/08/2022,false,homogeneous,87,Managed
688,31/08/2022,true,function,18,analyzing
689,24/02/2022,false,leading edge,96,project
690,15/09/2022,true,productivity,25,global
691,13/09/2022,false,Ergonomic,36,monitoring
692,22/06/2022,true,local,79,Proactive
693,25/09/2022,true,interactive,40,hardware
694,16/07/2022,false,4th generation,43,Compatible
695,18/06/2022,true,interface,2,systemic
696,25/07/2022,false,tertiary,34,local
697,07/09/2022,false,Programmable,35,Programmable
698,10/08/2022,false,Focused,70,Operative
699,01/08/2022,true,clear-thinking,14,solution
700,29/07/2022,false,national,54,Graphical User Interface
701,15/01/2023,false,Public-key,7,moderator
702,17/04/2022,true,approach,94,Function-based
703,21/06/2022,false,array,39,model
704,10/11/2022,true,project,18,Robust
705,04/12/2022,false,4th generation,4,User-friendly
706,09/11/2022,false,object-oriented,91,website
707,21/06/2022,true,Managed,96,scalable
708,16/01/2023,false,grid-enabled,20,attitude
709,14/10/2022,false,solution-oriented,92,systematic
710,07/05/2022,true,holistic,41,local area network
711,13/02/2023,false,empowering,81,user-facing
712,11/10/2022,false,Sharable,71,client-driven
713,22/07/2022,true,Synchronised,24,methodical
714,13/06/2022,false,Organic,96,Synergized
715,12/08/2022,true,heuristic,54,Synergistic
716,24/03/2022,false,24 hour,11,24 hour
717,02/12/2022,true,Mandatory,10,Public-key
718,08/02/2023,false,focus group,98,success
719,12/08/2022,false,Profit-focused,45,holistic
720,28/03/2022,true,Implemented,42,Versatile
721,16/08/2022,false,bifurcated,70,projection
722,28/01/2023,true,concept,46,grid-enabled
723,26/09/2022,true,Graphic Interface,83,Cross-group
724,15/02/2023,true,Universal,21,Profound
725,04/05/2022,true,logistical,38,complexity
726,29/11/2022,false,eco-centric,36,attitude
727,04/02/2023,true,data-warehouse,40,standardization
728,15/11/2022,false,Future-proofed,7,fault-tolerant
729,18/06/2022,false,Multi-lateral,9,Programmable
730,19/04/2022,true,contingency,29,6th generation
731,02/11/2022,false,Robust,93,Inverse
732,22/01/2023,false,actuating,51,Horizontal
733,15/09/2022,false,instruction set,24,Seamless
734,29/09/2022,true,neural-net,53,Proactive
735,27/06/2022,false,capability,16,Switchable
736,30/06/2022,false,logistical,66,Progressive
737,10/06/2022,true,scalable,16,Ameliorated
738,27/01/2023,false,Exclusive,68,project
739,07/11/2022,true,24 hour,39,parallelism
740,18/09/2022,true,function,57,high-level
741,21/06/2022,false,fresh-thinking,71,Innovative
742,09/12/2022,true,discrete,37,Team-oriented
743,06/06/2022,false,5th generation,88,success
744,14/05/2022,true,Re-contextualized,50,Focused
745,28/09/2022,true,Graphic Interface,11,maximized
746,07/01/2023,false,Expanded,100,Universal
747,26/04/2022,false,Phased,32,homogeneous
748,18/09/2022,true,client-driven,45,Quality-focused
749,05/12/2022,true,Inverse,98,eco-centric
750,29/04/2022,true,Customer-focused,60,Advanced
751,09/05/2022,true,framework,95,Distributed
752,13/03/2022,false,hardware,35,utilisation
753,27/07/2022,false,Integrated,26,Polarised
754,17/06/2022,false,implementation,67,Expanded
755,03/09/2022,false,interface,98,mission-critical
756,21/03/2022,false,complexity,88,framework
757,07/01/2023,true,extranet,4,interactive
758,13/09/2022,true,monitoring,66,Innovative
759,03/03/2022,false,empowering,86,disintermediate
760,02/05/2022,true,Decentralized,35,Decentralized
761,25/01/2023,true,multimedia,95,Customizable
762,29/07/2022,false,Centralized,33,even-keeled
763,03/04/2022,true,collaboration,83,Vision-oriented
764,03/05/2022,false,pricing structure,57,6th generation
765,05/07/2022,true,collaboration,89,Networked
766,02/07/2022,false,installation,40,solution-oriented
767,23/10/2022,true,intranet,18,Object-based
768,16/05/2022,false,Proactive,60,radical
769,12/06/2022,true,Networked,8,emulation
770,26/12/2022,true,local,23,solution-oriented
771,17/09/2022,false,initiative,48,open architecture
772,02/02/2023,false,eco-centric,99,composite
773,14/12/2022,true,matrices,3,concept
774,29/04/2022,true,algorithm,83,Open-architected
775,01/03/2022,false,strategy,24,interface
776,10/10/2022,false,Realigned,47,Fully-configurable
777,07/03/2022,false,asynchronous,83,holistic
778,16/08/2022,true,fresh-thinking,75,optimal
779,12/03/2022,true,context-sensitive,53,web-enabled
780,26/06/2022,true,didactic,58,model
781,20/09/2022,false,next generation,5,functionalities
782,20/11/2022,true,definition,44,Fully-configurable
783,21/07/2022,true,groupware,47,Function-based
784,17/08/2022,false,Configurable,93,moderator
785,08/10/2022,true,Ameliorated,3,secured line
786,19/10/2022,false,maximized,15,pricing structure
787,28/08/2022,false,adapter,64,Re-contextualized
788,07/10/2022,false,actuating,45,encryption
789,05/03/2022,true,matrix,86,multi-state
790,14/12/2022,true,methodology,68,Fully-configurable
791,04/06/2022,false,cohesive,58,bandwidth-monitored
792,25/05/2022,true,Future-proofed,21,application
793,02/04/2022,false,standardization,48,Extended
794,09/04/2022,false,array,39,Progressive
795,28/12/2022,true,Proactive,18,3rd generation
796,27/11/2022,true,modular,38,contextually-based
797,06/11/2022,false,Reduced,23,Reactive
798,15/08/2022,false,groupware,6,Horizontal
799,30/10/2022,true,Multi-channelled,22,moderator
800,25/05/2022,true,challenge,1,holistic
801,31/03/2022,false,Face to face,54,Reactive
802,24/05/2022,true,24/7,54,Customizable
803,22/03/2022,true,Operative,63,Optional
804,28/09/2022,false,local,24,analyzer
805,28/09/2022,false,incremental,39,attitude-oriented
806,28/07/2022,true,protocol,30,complexity
807,01/12/2022,false,multi-tasking,15,Extended
808,11/07/2022,true,moratorium,22,hierarchy
809,25/12/2022,true,frame,85,monitoring
810,21/10/2022,true,application,2,encryption
811,02/04/2022,false,Fully-configurable,92,human-resource
812,16/01/2023,false,Self-enabling,7,homogeneous
813,03/06/2022,true,structure,65,optimal
814,22/05/2022,true,access,78,global
815,26/02/2022,true,superstructure,92,executive
816,25/09/2022,true,impactful,57,composite
817,17/02/2023,true,dedicated,80,system-worthy
818,11/06/2022,true,implementation,59,Total
819,07/05/2022,true,discrete,89,capacity
820,15/09/2022,false,infrastructure,82,object-oriented
821,11/05/2022,true,Mandatory,87,directional
822,21/05/2022,false,optimizing,70,tangible
823,12/05/2022,true,Managed,1,contextually-based
824,28/09/2022,true,regional,38,circuit
825,20/12/2022,false,Multi-layered,10,system-worthy
826,26/06/2022,false,Quality-focused,39,superstructure
827,11/01/2023,true,budgetary management,97,methodology
828,08/12/2022,true,neural-net,59,Proactive
829,23/12/2022,false,time-frame,15,Reduced
830,14/09/2022,false,Automated,73,radical
831,13/04/2022,true,asymmetric,33,User-friendly
832,26/12/2022,false,4th generation,40,Grass-roots
833,23/12/2022,false,Switchable,60,definition
834,26/03/2022,true,system engine,56,Reverse-engineered
835,26/04/2022,false,Graphical User Interface,54,static
836,08/07/2022,true,web-enabled,46,analyzing
837,13/10/2022,false,client-server,90,Virtual
838,21/04/2022,true,Synergized,28,open architecture
839,17/04/2022,false,access,31,Devolved
840,18/08/2022,false,Customizable,95,grid-enabled
841,14/01/2023,true,contingency,57,demand-driven
842,27/06/2022,true,Reactive,15,Assimilated
843,06/02/2023,true,Quality-focused,31,tangible
844,10/11/2022,false,bi-directional,59,Down-sized
845,04/03/2022,false,protocol,52,Re-contextualized
846,31/03/2022,true,paradigm,78,Phased
847,22/07/2022,false,Self-enabling,38,Re-engineered
848,04/01/2023,false,mobile,96,grid-enabled
849,22/11/2022,false,Customizable,16,multimedia
850,26/02/2022,false,Organized,67,Innovative
851,13/02/2023,false,system-worthy,26,3rd generation
852,30/09/2022,false,moderator,8,groupware
853,31/05/2022,true,Fundamental,95,interactive
854,16/12/2022,false,Cross-group,15,Innovative
855,25/05/2022,true,Multi-tiered,12,4th generation
856,22/01/2023,true,Fundamental,92,solution-oriented
857,08/02/2023,true,Monitored,39,Compatible
858,18/02/2023,true,internet solution,85,Advanced
859,05/05/2022,true,strategy,43,solution
860,24/04/2022,false,needs-based,61,throughput
861,19/12/2022,true,modular,48,value-added
862,29/05/2022,true,web-enabled,82,zero defect
863,14/11/2022,true,Sharable,56,architecture
864,13/01/2023,false,array,21,background
865,20/09/2022,false,data-warehouse,39,global
866,15/09/2022,true,application,90,benchmark
867,25/11/2022,true,Persistent,2,moderator
868,14/02/2023,true,executive,35,capacity
869,15/02/2023,false,Polarised,83,regional
870,06/06/2022,true,contingency,96,real-time
871,18/11/2022,false,productivity,14,local
872,23/01/2023,false,Progressive,62,archive
873,01/04/2022,true,Streamlined,54,open architecture
874,25/10/2022,false,empowering,33,Right-sized
875,28/01/2023,true,throughput,85,user-facing
876,05/01/2023,true,Open-architected,6,contingency
877,13/02/2023,false,Balanced,12,Business-focused
878,12/06/2022,false,methodology,83,Realigned
879,12/11/2022,true,matrix,52,Devolved
880,17/01/2023,false,solution-oriented,98,Persistent
881,07/12/2022,true,contingency,69,intranet
882,02/09/2022,false,Multi-tiered,7,Implemented
883,28/12/2022,false,service-desk,14,mobile
884,23/06/2022,false,Public-key,5,Open-architected
885,30/07/2022,false,user-facing,2,Streamlined
886,07/10/2022,false,support,58,full-range
887,22/04/2022,false,solution,83,tertiary
888,12/12/2022,true,Fully-configurable,70,Realigned
889,06/04/2022,true,internet solution,47,optimal
890,11/03/2022,false,model,42,matrices
891,27/11/2022,false,motivating,26,open system
892,03/03/2022,true,optimizing,63,zero tolerance
893,15/01/2023,true,portal,18,interface
894,11/05/2022,false,Streamlined,90,bifurcated
895,12/12/2022,true,adapter,72,challenge
896,02/04/2022,true,4th generation,59,5th generation
897,03/02/2023,true,architecture,49,Persevering
898,12/03/2022,true,uniform,57,Profound
899,28/12/2022,false,Customizable,93,Self-enabling
900,02/06/2022,false,database,82,customer loyalty
901,07/02/2023,false,Monitored,35,database
902,18/06/2022,false,Organic,35,client-driven
903,03/01/2023,false,initiative,5,Graphic Interface
904,26/10/2022,true,24 hour,24,Adaptive
905,24/04/2022,true,Digitized,83,systemic
906,12/10/2022,true,mission-critical,14,Operative
907,03/08/2022,true,hierarchy,87,executive
908,30/10/2022,true,zero defect,38,eco-centric
909,19/06/2022,false,initiative,42,Optimized
910,02/05/2022,false,Up-sized,96,groupware
911,04/12/2022,true,zero defect,76,challenge
912,25/10/2022,true,solution-oriented,98,multimedia
913,20/02/2022,false,needs-based,60,tangible
914,03/04/2022,true,leading edge,67,capacity
915,23/09/2022,false,Compatible,100,policy
916,11/06/2022,false,policy,12,orchestration
917,12/11/2022,false,intangible,30,user-facing
918,25/12/2022,true,Progressive,64,impactful
919,24/12/2022,true,bi-directional,51,heuristic
920,31/05/2022,true,matrices,7,Customizable
921,03/07/2022,false,leverage,25,help-desk
922,19/01/2023,false,Stand-alone,66,Ergonomic
923,25/03/2022,false,Extended,72,coherent
924,10/12/2022,true,parallelism,71,Future-proofed
925,09/07/2022,false,Visionary,55,24 hour
926,05/01/2023,false,Vision-oriented,5,infrastructure
927,08/02/2023,false,Distributed,25,solution
928,24/02/2022,true,6th generation,9,toolset
929,16/08/2022,true,support,12,Managed
930,04/12/2022,false,holistic,15,Total
931,03/05/2022,false,systemic,8,Public-key
932,04/03/2022,false,infrastructure,11,Integrated
933,26/02/2022,false,Multi-layered,11,Profound
934,07/03/2022,false,Innovative,63,value-added
935,09/03/2022,true,static,4,Persistent
936,09/10/2022,true,Reverse-engineered,69,parallelism
937,24/04/2022,false,utilisation,93,radical
938,02/08/2022,true,policy,20,Proactive
939,07/08/2022,true,functionalities,21,Enterprise-wide
940,14/09/2022,true,Enhanced,77,time-frame
941,19/08/2022,true,bifurcated,60,paradigm
942,05/08/2022,false,client-server,20,3rd generation
943,30/07/2022,true,Re-engineered,27,firmware
944,08/10/2022,false,incremental,26,success
945,31/12/2022,false,throughput,82,moratorium
946,27/11/2022,false,responsive,39,Distributed
947,07/12/2022,true,Down-sized,9,Multi-channelled
948,30/04/2022,false,throughput,16,analyzing
949,21/04/2022,true,Fundamental,45,moderator
950,03/03/2022,false,project,3,Face to face
951,28/01/2023,true,hardware,12,context-sensitive
952,16/04/2022,false,asynchronous,44,local
953,12/05/2022,true,Cross-group,43,holistic
954,16/02/2023,true,Grass-roots,60,conglomeration
955,26/08/2022,true,De-engineered,31,Re-contextualized
956,22/08/2022,false,Customer-focused,72,Proactive
957,18/08/2022,false,modular,58,algorithm
958,08/09/2022,true,service-desk,40,Optional
959,21/08/2022,true,solution-oriented,3,Ameliorated
960,30/10/2022,true,throughput,53,hybrid
961,19/09/2022,true,budgetary management,45,core
962,05/10/2022,true,knowledge base,80,interactive
963,17/09/2022,false,utilisation,19,encoding
964,03/12/2022,false,Quality-focused,86,contextually-based
965,05/08/2022,false,Diverse,78,coherent
966,02/03/2022,true,monitoring,29,logistical
967,29/10/2022,true,bifurcated,37,Horizontal
968,03/06/2022,false,Digitized,75,3rd generation
969,29/09/2022,false,Stand-alone,17,incremental
970,27/08/2022,false,multi-tasking,72,Public-key
971,04/09/2022,false,Grass-roots,49,Public-key
972,05/08/2022,true,hierarchy,58,moratorium
973,20/12/2022,true,Polarised,88,Assimilated
974,16/05/2022,false,multi-state,19,Multi-tiered
975,11/01/2023,true,zero administration,19,functionalities
976,29/03/2022,false,orchestration,48,value-added
977,19/01/2023,false,Customer-focused,40,Face to face
978,18/07/2022,true,Synergistic,24,5th generation
979,15/03/2022,false,local,93,orchestration
980,06/01/2023,true,Horizontal,49,internet solution
981,18/06/2022,true,global,83,Cross-group
982,11/05/2022,false,methodical,33,multi-state
983,10/02/2023,true,well-modulated,53,core
984,27/03/2022,true,Seamless,72,Future-proofed
985,12/08/2022,false,cohesive,38,dedicated
986,06/03/2022,true,database,90,dedicated
987,20/05/2022,true,orchestration,77,logistical
988,28/01/2023,false,transitional,60,Expanded
989,04/04/2022,false,attitude,53,Reactive
990,14/12/2022,false,Horizontal,62,Public-key
991,29/10/2022,false,project,95,Expanded
992,25/08/2022,false,heuristic,49,protocol
993,24/05/2022,false,Fundamental,9,Function-based
994,20/08/2022,true,orchestration,65,Optional
995,16/12/2022,false,groupware,34,Programmable
996,24/08/2022,true,clear-thinking,22,utilisation
997,02/01/2023,false,open architecture,80,Vision-oriented
998,31/01/2023,true,throughput,82,matrix
999,18/07/2022,false,neutral,63,impactful
1000,02/01/2023,false,Object-based,81,service-desk
