id,area,creationYear,lastRenovationYear,buildingType,isFurnished,roomsCount
732,94,2008,1960,Graphical User Interface,false,732
733,87,2008,2012,benchmark,false,733
734,51,1995,2012,Profit-focused,false,734
735,74,2011,2008,multi-state,true,735
736,72,2005,2003,Polarised,true,736
737,77,2000,2002,pricing structure,true,737
738,84,2006,2004,approach,true,738
739,1,1985,1996,attitude,true,739
740,14,1998,2006,Public-key,true,740
741,20,2012,2005,protocol,true,741
742,99,1992,2009,synergy,true,742
743,40,1995,2004,Synergistic,false,743
744,75,2008,2001,User-centric,true,744
745,51,2012,1993,client-server,true,745
746,62,1986,2011,interface,true,746
747,93,2001,2009,solution,true,747
748,9,2008,1996,Devolved,true,748
749,8,2002,1992,complexity,true,749
750,91,2008,2002,heuristic,false,750
751,18,2005,2012,synergy,true,751
752,42,1986,2009,portal,false,752
753,91,2007,1994,Advanced,false,753
754,51,2004,1996,Public-key,true,754
755,65,1990,2010,Innovative,true,755
756,69,2011,2006,background,false,756
757,11,2006,2009,Team-oriented,false,757
758,46,2007,1999,structure,true,758
759,46,2010,2010,functionalities,false,759
760,75,1998,2012,Multi-channelled,false,760
761,96,2004,2004,motivating,true,761
762,97,2008,2001,help-desk,false,762
763,92,2008,2001,bi-directional,false,763
764,84,1998,1992,Operative,true,764
765,38,2010,2006,Organized,true,765
766,20,2012,2008,next generation,false,766
767,83,1985,2010,executive,true,767
768,29,1991,2006,ability,false,768
769,96,2010,2006,Devolved,false,769
770,25,2001,1998,systematic,true,770
771,19,2004,1999,benchmark,true,771
772,31,2005,1955,Re-contextualized,true,772
773,17,2004,1996,Quality-focused,false,773
774,93,2011,1967,responsive,true,774
775,10,1995,1997,Adaptive,false,775
776,93,2007,1997,client-server,false,776
777,17,1998,2011,architecture,true,777
778,94,1988,2002,multimedia,false,778
779,35,2006,1999,Face to face,false,779
780,89,2003,2010,portal,true,780
781,29,2011,1988,holistic,true,781
782,88,2011,2001,next generation,false,782
783,91,2009,1996,regional,false,783
784,96,2013,2009,array,true,784
785,99,1990,1967,monitoring,true,785
786,73,2003,1995,Switchable,true,786
787,81,2008,2000,client-driven,true,787
788,100,2008,2010,actuating,false,788
789,13,2002,1992,extranet,false,789
790,46,1995,2007,leading edge,true,790
791,57,1984,1998,Polarised,true,791
792,1,1996,1992,needs-based,true,792
793,30,1995,1992,bi-directional,false,793
794,32,2008,2009,Graphical User Interface,true,794
795,74,2012,1991,bi-directional,false,795
796,30,2006,2001,responsive,true,796
797,17,1998,1995,workforce,true,797
798,25,1993,2005,throughput,false,798
799,22,1999,2009,secondary,false,799
800,24,1997,2010,Enterprise-wide,true,800
801,6,2002,2007,paradigm,true,801
802,61,2009,1972,asynchronous,false,802
803,52,2010,1989,portal,false,803
804,1,1991,2010,Compatible,false,804
805,18,2005,1987,asymmetric,false,805
806,3,1997,1991,Optional,true,806
807,70,2002,1998,client-driven,false,807
808,58,1982,2004,superstructure,false,808
809,48,2003,1994,well-modulated,false,809
810,32,1999,1992,methodology,true,810
811,61,1996,1999,Graphical User Interface,false,811
812,40,1990,2011,open system,true,812
813,21,1993,2000,secured line,false,813
814,30,2006,2005,knowledge user,true,814
815,61,1998,2011,Proactive,false,815
816,66,1969,1998,array,false,816
817,70,2008,1993,firmware,false,817
818,14,1993,2011,asymmetric,false,818
819,47,2005,2010,Profound,false,819
820,47,2004,2003,product,false,820
821,58,2004,1994,disintermediate,true,821
822,68,1990,2003,asymmetric,false,822
823,36,2000,2010,matrix,false,823
824,18,1992,2006,methodical,false,824
825,60,2010,2012,Optional,false,825
826,27,2003,2012,demand-driven,false,826
827,74,2009,2008,Virtual,true,827
828,41,1984,1995,Stand-alone,false,828
829,56,1967,1984,ability,false,829
830,62,1994,2000,artificial intelligence,false,830
831,78,1999,1968,Networked,true,831
832,8,2009,2011,Digitized,true,832
833,90,2009,2005,multimedia,true,833
834,1,1998,1998,task-force,false,834
835,90,2001,2008,encompassing,true,835
836,77,1998,1998,leverage,false,836
837,15,2002,1994,Synergistic,false,837
838,66,2009,1995,protocol,true,838
839,58,1993,2002,content-based,false,839
840,2,1988,2002,data-warehouse,false,840
841,70,2008,1996,didactic,true,841
842,73,2001,1993,analyzer,false,842
843,81,1993,1966,tertiary,false,843
844,92,2011,1994,Down-sized,false,844
845,36,2001,2008,hybrid,true,845
846,74,1970,2006,analyzing,true,846
847,9,2001,1994,Down-sized,true,847
848,5,1997,1965,conglomeration,false,848
849,53,2000,1991,intermediate,true,849
850,84,1987,1995,Switchable,false,850
851,33,1986,1998,Devolved,true,851
852,48,1998,1992,non-volatile,true,852
853,66,1997,1999,Function-based,false,853
854,3,2006,1985,Stand-alone,false,854
855,93,2001,2007,implementation,false,855
856,61,1995,1998,Virtual,false,856
857,78,2006,1999,Extended,true,857
858,41,2006,2006,optimal,false,858
859,39,2007,1987,model,false,859
860,29,2005,2006,non-volatile,true,860
861,44,1991,2001,Exclusive,false,861
862,54,2007,1997,installation,false,862
863,98,1993,1999,multimedia,false,863
864,71,1998,2009,24 hour,true,864
865,85,1991,2001,Profit-focused,true,865
866,45,1985,2006,portal,false,866
867,97,2004,2004,paradigm,true,867
868,73,1991,1992,Down-sized,true,868
869,20,2002,2000,Self-enabling,true,869
870,33,1993,2012,Down-sized,true,870
871,23,1990,2003,Reverse-engineered,true,871
872,56,1994,2005,extranet,true,872
873,59,2011,1992,24 hour,true,873
874,4,2003,2000,Networked,false,874
875,42,1994,1989,local area network,true,875
876,100,1990,2000,Business-focused,false,876
877,16,2007,2011,Upgradable,false,877
878,7,1993,1994,solution,false,878
879,15,2012,1996,moratorium,true,879
880,34,1988,2005,logistical,false,880
881,22,2008,1987,real-time,false,881
882,4,1993,1994,tertiary,false,882
883,51,2001,2011,clear-thinking,false,883
884,67,1995,2006,Up-sized,false,884
885,74,1985,2000,matrices,true,885
886,53,2012,1990,Operative,true,886
887,5,2000,2008,systemic,true,887
888,95,2011,1994,knowledge base,true,888
889,15,2006,2000,systemic,true,889
890,94,2010,2001,open architecture,false,890
891,95,1994,2011,structure,false,891
892,45,1993,1993,tangible,false,892
893,95,2003,2005,non-volatile,true,893
894,77,2011,2000,Persevering,false,894
895,56,2010,1999,Mandatory,true,895
896,66,1985,2008,local area network,false,896
897,35,2004,1992,composite,true,897
898,7,2009,2011,Quality-focused,false,898
899,25,2009,1994,attitude,false,899
900,94,2006,1984,Re-engineered,false,900
901,7,1992,1994,Team-oriented,false,901
902,72,2004,2010,data-warehouse,false,902
903,65,2004,2009,Intuitive,false,903
904,68,2007,2010,open system,false,904
905,13,1989,2006,intermediate,true,905
906,53,2013,2000,cohesive,true,906
907,49,1991,2006,analyzer,false,907
908,50,1993,2006,bifurcated,true,908
909,9,2011,2010,object-oriented,false,909
910,31,2007,1986,Streamlined,false,910
911,3,1994,1994,discrete,true,911
912,92,1999,1995,moratorium,false,912
913,39,1991,2012,methodology,false,913
914,88,2009,2006,attitude,true,914
915,42,1995,2007,tertiary,true,915
916,4,1990,2002,well-modulated,true,916
917,76,1999,1986,application,true,917
918,9,2006,2000,systemic,false,918
919,29,1995,2006,Multi-channelled,true,919
920,89,2006,2006,Decentralized,false,920
921,89,2002,2007,Quality-focused,false,921
922,42,1996,1997,Right-sized,false,922
923,46,2002,2006,website,false,923
924,53,2002,2011,multi-tasking,false,924
925,59,1990,2011,project,false,925
926,76,2009,2010,Optional,false,926
927,92,1985,2010,Networked,false,927
928,96,1984,1994,grid-enabled,true,928
929,46,2012,2009,groupware,false,929
930,49,2010,2010,budgetary management,false,930
931,88,2003,1998,client-server,false,931
932,47,2006,2004,local,true,932
933,20,2004,1991,stable,true,933
934,55,1985,1992,Front-line,true,934
935,58,2010,1994,bottom-line,true,935
936,10,2003,1986,Vision-oriented,false,936
937,45,2003,2004,Diverse,true,937
938,29,2007,2012,Balanced,true,938
939,14,2011,1989,static,false,939
940,6,1993,1994,local,true,940
941,78,2007,2000,knowledge base,false,941
942,92,2009,2009,optimizing,false,942
943,58,1992,2008,mobile,true,943
944,24,2001,2011,bifurcated,false,944
945,39,1995,1997,bandwidth-monitored,true,945
946,10,2005,1998,Proactive,true,946
947,100,1996,1989,user-facing,true,947
948,47,2004,1991,Public-key,true,948
949,12,2006,1961,Ergonomic,true,949
950,9,1988,2011,neural-net,false,950
951,42,2007,2004,intangible,false,951
952,65,1992,2008,exuding,false,952
953,15,2009,2008,Streamlined,false,953
954,22,2006,2005,Total,true,954
955,85,1984,1999,composite,true,955
956,67,1976,1993,matrix,true,956
957,67,1999,2012,Enterprise-wide,true,957
958,26,2009,2007,Compatible,false,958
959,38,2006,2005,Cloned,false,959
960,8,2004,2006,multi-tasking,false,960
961,27,1992,2004,parallelism,true,961
962,25,2001,2013,Multi-tiered,true,962
963,2,2010,2003,open system,true,963
964,22,2004,1998,artificial intelligence,false,964
965,64,2012,1998,disintermediate,true,965
966,46,1997,2002,impactful,false,966
967,58,1997,1967,multi-state,false,967
968,54,1993,2004,De-engineered,false,968
969,52,2011,2004,circuit,false,969
970,42,1998,2011,Managed,false,970
971,100,2004,2004,Multi-tiered,false,971
972,64,2006,1998,interactive,true,972
973,36,2004,1999,Visionary,true,973
974,63,2010,1996,motivating,false,974
975,45,2013,1996,Synchronised,true,975
976,89,2007,2007,time-frame,false,976
977,50,1995,2004,infrastructure,false,977
978,58,1996,1994,maximized,true,978
979,75,1994,2003,24 hour,false,979
980,44,2010,1996,optimizing,false,980
981,54,2009,2012,Synchronised,false,981
982,89,1997,1996,Sharable,false,982
983,51,2006,1997,De-engineered,false,983
984,10,1999,2000,Polarised,false,984
985,13,1996,2004,task-force,false,985
986,14,2013,1994,policy,true,986
987,85,1985,2006,Synchronised,false,987
988,26,2006,2011,Profit-focused,false,988
989,9,2003,2009,core,false,989
990,20,2009,1996,Vision-oriented,true,990
991,23,2011,2012,knowledge user,true,991
992,96,2007,2011,Operative,false,992
993,11,2008,1999,24/7,false,993
994,85,1993,2010,Synchronised,true,994
995,42,1995,2004,De-engineered,false,995
996,64,1997,1969,6th generation,false,996
997,89,1998,2010,user-facing,false,997
998,28,1995,2010,Profit-focused,false,998
999,72,1999,1992,attitude,true,999
1000,53,1984,1993,hub,true,1000
